VAW,Vardø,वार्डो,,Jitendra,Done
URE,Kuressaare,कुरेस्सारा,,Jitendra,Done
KRB,Karumba,करूमबा,,Jitendra,Done
GIU,Sigiriya,सीग़िरिया,,Jitendra,Done
TME,Tame,टेम,,Jitendra,Done
TEN,Tongren,टोंग्रेन,,Jitendra,Done
BHR,Bharatpur,भरतपुर,,Jitendra,Done
BAK,Baku,बाकू,,Jitendra,Done
HVD,Khovd,खोवद,,Jitendra,Done
TDG,Tandag,टॅनडेज,,Jitendra,Done
OGL,Georgetown,जॉर्जटाउन,,Jitendra,Done
ONQ,Zonguldak,झोनगूल्डाक,,Jitendra,Done
YGB,Texada,टेक्साडा,,Jitendra,Done
NBE,Enfidha,एनफीड़ा,,Jitendra,Done
CAZ,Cobar,कोबार,,Jitendra,Done
SRV,Stony River,स्टोनी रिवर,,Jitendra,Done
MYU,Mekoryuk,मेकोरयुक,,Jitendra,Done
KWP,West Point,वेस्ट पॉइंट,,Jitendra,Done
MQN,Mo i Rana,मो आय राना,,Jitendra,Done
CKZ,Canakkale,कॅनक्कले,,Jitendra,Done
YBV,Berens River,बेरेंस रिवर,,Jitendra,Done
LRV,Los Roques,लॉस रॉक्स,,Jitendra,Done
TMT,Oriximina,ओरिक्सिमीना ,,Jitendra,Done
RNJ,Yoron,योरोन,,Jitendra,Done
SOJ,Sorkjosen,सोर्कजोसेन,,Jitendra,Done
CMA,Cunnamulla,कन्नमला,,Jitendra,Done
KUM,Yakushima,याकुशिमा,,Jitendra,Done
EUA,Eua Island,एुआ आइलैंड,,Jitendra,Done
XTL,Tadoule Lake,टदौल लेक,,Jitendra,Done
NBS,Baishan,बाएशान,,Jitendra,Done
DHB,Deer Harbor,डियर हार्बर,,Jitendra,Done
YEV,Inuvik,इन्यूविक,إنوفيك,Jitendra,Done
ERI,Erie,इरी,إري,Jitendra,Done
HRG,Hurghada,हर्गहाडा,الغردقة,Jitendra,Done
UMD,Uummannaq,उउम्मननाक़,,Jitendra,Done
TNC,Tin City,टिन सिटी,,Jitendra,Done
BXB,Babo,बाबो,,Jitendra,Done
RAL,Riverside,रिवरसाइड,,Jitendra,Done
CKS,Carajas,कराजस,كراخاس,Jitendra,Done
HYS,Hays,हेज़,هايز,Jitendra,Done
KEM,Kemi Tornio,केमी टॉरनीओ,كيمي تورنيو,Jitendra,Done
WRL,Worland,वोरलंड,ورلاند,Jitendra,Done
BRD,Brainerd,ब्रेनर्ड,برينرد,Jitendra,Done
HNL,Honolulu,होनोलूलू,هونولولو,Jitendra,Done
OME,Nome,नोम,نومي,Jitendra,Done
NTG,Nantong,नाँटोंग,نانتونغ,Jitendra,Done
NAN,Nadi,नाडी,نادي,Jitendra,Done
MSO,Missoula,मिस्सौला,ميسولا,Jitendra,Done
MKQ,Merauke,मेरौक,ميروكي,Jitendra,Done
YYY,Mont Joli,मोंट जोली,مونت جولي,Jitendra,Done
MGW,Morgantown,मॉर्गनटाउन,مورغانتاون,Jitendra,Done
MDQ,Mar Del Plata,मार डेल प्लाटा,مار ديل بلاتا,Jitendra,Done
LOE,Loei,लोए,لويي,Jitendra,Done
LMM,Los Mochis,लॉस मोचिस,لوس موتشيس,Jitendra,Done
YGL,La Grande Riviere,ला ग्रांडे रिवीयेर,لا غراندي ريفيير,Jitendra,Done
CLE,Cleveland,क्लीवलैंड,كليفلاند,Jitendra,Done
KAJ,Kajaani,कजानी,كاياني,Jitendra,Done
CBG,Cambridge,केंब्रिड्ज,كامبريدج,Jitendra,Done
CPR,Casper,कॅस्पर,كاسبر,Jitendra,Done
KOW,Ganzhou,गाँझोऊ,قانتشو,Jitendra,Done
FOG,Foggia,फोगिया,فوجيا,Jitendra,Done
FRW,Francistown,फ्रॅन्सिसटाउन,فرانسيستوون,Jitendra,Done
VDZ,Valdez,वाल्डेज़,فالديز,Jitendra,Done
VXO,Vaxjo,वॅक्स्जो,فاكسجو,Jitendra,Done
FAR,Fargo,फार्गो,فارجو,Jitendra,Done
GOT,Gothenburg,गोथेनबर्ग ,غوتنبرغ,Jitendra,Done
YQU,Grande prairie,ग्रांडे प्रेरी,غراندي بريري,Jitendra,Done
SFA,Sfax,स्फ़ैक्स,صفاقس,Jitendra,Done
SYD,Sydney,सिडनी,سيدني,Jitendra,Done
SIT,Sitka,सिट्का,سيتكا,Jitendra,Done
YYD,Smithers,स्मिदर्स,سميثرز,Jitendra,Done
SPI,Springfield,स्प्रिंगफील्ड,سبرينغفيلد,Jitendra,Done
SFO,San Francisco,सैन फ्रांसिस्को,سان فرانسيسكو,Jitendra,Done
ZVK,Savannakhet,सवांनखेत,سافاناخت,Jitendra,Done
ZAH,Zahedan,ज़ाहेदन,زاهدان,Jitendra,Done
RIX,Riga,रीगा,ريغا,Jitendra,Done
ROA,Roanoke,रोनोक,رونوك,Jitendra,Done
RUT,Rutland,रटलैंड,روتلاند,Jitendra,Done
DGT,Dumaguete,डॅमगॅट,دومغت,Jitendra,Done
DND,Dundee,डंडी,دندي,Jitendra,Done
DLM,Dalaman,डॅलामान,دالامان,Jitendra,Done
DAT,Datong,दातोंग,داتونغ,Jitendra,Done
JOE,Joensuu,जोएंसूऊ,جونسو,Jitendra,Done
GOQ,Golmud,गोल्मड,جلمود,Jitendra,Done
GBT,Gorgan,गोर्गन,جرجان,Jitendra,Done
JAN,Jackson,जैक्सन,جاكسون,Jitendra,Done
MME,Teesside,टीसाइड,تيسايد,Jitendra,Done
TCO,Tumaco,ट्यूमाको,توماكو,Jitendra,Done
TSJ,Tsushima,त्सुशीमा ,تسوشيما,Jitendra,Done
EGO,Belgorod,बेलगॉरॉड,بيلغورود,Jitendra,Done
PLN,Pellston,पेल्सटन,بيلستون,Jitendra,Done
PEE,Perm,पर्म,بيرم,Jitendra,Done
PUJ,Punta Cana,पुन्टा काना,بونتا كانا,Jitendra,Done
TGD,Podgorica,पॉड्गोरिका,بودجوريكا,Jitendra,Done
BHV,Bahawalpur,बहावलपुर,باهاوالبور,Jitendra,Done
PAR,Paris,पेरिस,باريس,Jitendra,Done
BDU,Bardufoss,बार्दुफॉस्स,باردوفوس,Jitendra,Done
AHO,Alghero,अल्घेरो,ألغيرو,Jitendra,Done
AVN,Avignon,आविनॉन,أفينيون,Jitendra,Done
ASU,Asuncion,असंसियन,أسونسيون,Jitendra,Done
AJU,Aracaju,आरेकज्यू,أراكاجو,Jitendra,Done
ABS,Abu Simbel,अबू सिम्बेल,أبو سمبل,Jitendra,Done
AIT,Aitutaki,एयिटयूटकी,إيتوتاكي,Jitendra,Done
TTJ,Tottori,टोत्टोरी,,Jitendra,Done
SYO,Shonai,शोनाइ,,Jitendra,Done
YNE,Norway House,नॉर्वे हाउस,,Jitendra,Done
KXF,Koro Island,कोरो आइलैंड,,Jitendra,Done
RCM,Richmond,रिचमंड,,Jitendra,Done
DIW,Dickwella,डिकवेला,,Jitendra,Done
MVL,Morrisville,मॉरिस्वेल,,Jitendra,Done
FOA,Foula,फौला,,Jitendra,Done
PUE,Puerto Obaldia,प्वेर्टो ओबालडिया,,Jitendra,Done
YSO,Postville,पोस्टविल्ल,,Jitendra,Done
CRZ,Turkmenabat,टर्कमेनाबात ,,Jitendra,Done
YWJ,Deline,डेलाइन,,Jitendra,Done
KEH,Kenmore,केन्मोर,,Jitendra,Done
RJH,Rajshahi,राजशाही,,Jitendra,Done
ORL,Orlando,ऑरलैंडो,,Jitendra,Done
ABM,Amberley,आमबर्ली ,,Jitendra,Done
SSI,Brunswick,ब्रंसविक,,Jitendra,Done
MYA,Moruya,मोरुया,,Jitendra,Done
QCU,Akunnaaq,अकून्नाक़,,Jitendra,Done
LZY,Nyingchi,न्यिंग-ची,,Jitendra,Done
IXI,Lilabari,लैलाबारी,,Jitendra,Done
ULD,Ulundi,उलुंदी,,Jitendra,Done
LPK,Lipetsk,लिपेटस्क,,Jitendra,Done
MNC,Nacala,नाकाला,,Jitendra,Done
UST,St. Augustine Airport,सेंट अगस्टीन एयरपोर्ट,,Jitendra,Done
DAV,David,डेविड,,Jitendra,Done
WKJ,Wakkanai,वॉकॅनाइ,,Jitendra,Done
AZR,Adrar,अदरार,أدرار,Jitendra,Done
YPH,Inukjuak,ईनुक्जुअक,إنوكجواك,Jitendra,Done
DMM,Dammam,दंमम,الدمام,Jitendra,Done
MZO,Manzanillo,मँज़निल्लो,,Jitendra,Done
RMS,Ramstein,रॅमस्टेइन,,Jitendra,Done
BST,Lashkar Gah,लश्कर गाह,,Jitendra,Done
MSR,Mus,मस ,,Jitendra,Done
GAY,Gaya,गया,جايا,Jitendra,Done
GDV,Glendive,ग्लेनडिव,غلينديف,Jitendra,Done
LRE,Longreach,लॉंगरिच,لونغريتش,Jitendra,Done
VDE,Hierro,हिएररो ,هييرو,Jitendra,Done
DPO,Devonport,डेवनपोर्ट,دافنبورت,Jitendra,Done
HGA,Hargeisa,हेर्गियीसा,هرجيسا,Jitendra,Done
HFT,Hammerfest,ह्म्मरफेस्ट ,هامرفست,Jitendra,Done
NVA,Neiva,नीवा,نيفا,Jitendra,Done
YYB,North Bay,नॉर्थ बे,نورث باي,Jitendra,Done
NDB,Nouadhibou,न्युआदीबौ,نواذيبو,Jitendra,Done
NVT,Navegantes,नॅविगेंटस,نافيغانتس,Jitendra,Done
MYY,Miri,मिरी,ميري,Jitendra,Done
BOM,Mumbai,मुंबई,مومباي,Jitendra,Done
LIG,Limoges,लिमोजस,ليموج,Jitendra,Done
LDU,Lahad Datu,लहाद दाटू,لاهاد داتو,Jitendra,Done
LHW,Lanzhou,लंज़ौ,لانتشو,Jitendra,Done
YGK,Kingston,किंग्सटन,كينغستون,Jitendra,Done
KNQ,Kone,कोने,كوني,Jitendra,Done
CGN,Cologne,कोलोन,كولونيا,Jitendra,Done
CMB,Colombo,कोलंबो,كولومبو,Jitendra,Done
CVU,Corvo,कॉर्वो,كورفو,Jitendra,Done
YCO,Coppermine,कॉपरमाईन,كبرمين,Jitendra,Done
NAQ,Qaanaaq,क़ानाक़,كاناك,Jitendra,Done
FCA,Kalispell,कलिस्पेल्ल,كاليسبيل,Jitendra,Done
BBK,Kasane,कसेन,كاسان,Jitendra,Done
CZL,Constantine,कांस्टेंटाइन,قسنطينة,Jitendra,Done
PQC,Phu Quoc,फू क्‍़योक,فو كوك,Jitendra,Done
VLD,Valdosta,वाल्दॉस्ता ,فلدوستا,Jitendra,Done
ABD,Abadan,अबादान,عبدان,Jitendra,Done
YKU,Chisasibi,चिसासीबी,شيزازيبي,Jitendra,Done
SHA,Shanghai,शंघाई,شنغهاي,Jitendra,Done
CVG,Cincinnati,सिनसिनाटी,سينسيناتي,Jitendra,Done
STV,Surat,सूरत,سورات,Jitendra,Done
SKD,Samarkand,समरक़ंद,سمرقند,Jitendra,Done
SRZ,Santa Cruz,सांता क्रुज़,سانتا كروز,Jitendra,Done
SJI,San Jose,सैन जोस,سان خوسيه,Jitendra,Done
SUR,Summer Beaver,समर बीवर,سامر بيفر,Jitendra,Done
RMI,Rimini,रिमिनी,ريميني,Jitendra,Done
RKD,Rockland,रॉकलैंड,روكلاند,Jitendra,Done
DEA,Dera Ghazi Khan,डेरा गाज़ी खान,ديرا غازي خان,Jitendra,Done
DRO,Durango,दुरांगो,دورانجو,Jitendra,Done
TVY,Dawei,दावेई,داوي,Jitendra,Done
GCC,Gillette,जिलेट,جيليت,Jitendra,Done
JST,Johnstown,जॉन्स्टाउन,جونستاون,Jitendra,Done
EBA,Elba Island,एल्बा आइलैंड,جزيرة إلبا,Jitendra,Done
SKG,Thessaloniki,थेस्सलोनिकी,ثيسالونيك,Jitendra,Done
TRN,Turin,ट्यूरिन,تورين,Jitendra,Done
CZX,Changzhou,चांगझोऊ,تشانغتشو,Jitendra,Done
ZHA,Zhanjiang,ज़हाजिआंग,تشانجيانغ,Jitendra,Done
BEB,Benbecula,बेन्बेक्युला,بينبيكولا,Jitendra,Done
BLQ,Bologna,बोलोग्ना,بولونيا,Jitendra,Done
PUS,Busan,बुसान,بوسان,Jitendra,Done
BKS,Bengkulu,बेंग्कुलु,بنجكولو,Jitendra,Done
PSG,Petersburg,पीटर्सबर्ग,بطرسبرغ,Jitendra,Done
PRG,Prague,प्राग,براغ,Jitendra,Done
YPW,Powell River,पोवल रिवर,باول ريفر,Jitendra,Done
PKZ,Pakse,पाक्से,باكس,Jitendra,Done
PAS,Paros,पॅरोस,باروس,Jitendra,Done
YPJ,Aupaluk,औपालुक,أوبالوك,Jitendra,Done
AWD,Aniwa,अनिवा,أنيوا,Jitendra,Done
AXA,Anguilla,एंगुइला,أنغيلا,Jitendra,Done
ALF,Alta,अल्टा,ألتا,Jitendra,Done
ATZ,Asyut,एसाइयट,أسيوط,Jitendra,Done
ASW,Aswan,असवान,أسوان,Jitendra,Done
YGT,Igloolik,इगलूलिक,إغلوليك,Jitendra,Done
LEI,Almeria,अल्मरिया,الميريا,Jitendra,Done
CHU,Chuathbaluk,छुआटबालुक,,Jitendra,Done
KKA,Koyuk,कोयुक,,Jitendra,Done
IPN,Ipatinga,आयपाटिंगा,,Jitendra,Done
MBX,Maribor,मरिबोर,,Jitendra,Done
KND,Kindu,किंडू,,Jitendra,Done
ZND,Zinder,ज़िन्देर,,Jitendra,Done
AGN,Angoon,अंगून,,Jitendra,Done
MLY,Manley Hot Springs,मैनले हॉट स्प्रिंग्स,,Jitendra,Done
TBT,Tabatinga,तबाटींगा,,Jitendra,Done
ENI,El Nido,एल नीदो,,Jitendra,Done
OTI,Morotai Island,मोरोताई आइलॅंड,,Jitendra,Done
YCR,Cross Lake,क्रॉस लेक,,Jitendra,Done
ATA,Anta,अन्ता,,Jitendra,Done
IRC,Circle,सर्कल,,Jitendra,Done
MIM,Merimbula,मेरमबुला,,Jitendra,Done
WRY,Westray,वेसट्रे,,Jitendra,Done
DCY,Daocheng,दाओचेंग ,,Jitendra,Done
KPB,Point Baker,पॉइंट बेकर,,Jitendra,Done
GMA,Gemena,जेमीना,,Jitendra,Done
SOW,Show Low,शो लो,,Jitendra,Done
BCA,Baracoa Playa,बारकोआ प्लाइया,,Jitendra,Done
DEE,Yuzhno-Kurilsk,यूज़णो-क्यूरिल्स्क,,Jitendra,Done
VIF,Vieste,विएस्ट,,Jitendra,Done
EEK,Eek,ईक,,Jitendra,Done
OLA,Orland,ओरलंड,,Jitendra,Done
PRA,Parana,पाराना,,Jitendra,Done
MWX,Muan,मुआन,,Jitendra,Done
YRS,Red Sucker Lake,रेड सकर लेक,,Jitendra,Done
ESM,Esmeraldas,एसमेरलडास,,Jitendra,Done
PTA,Port alsworth,पोर्ट अलसवोर्त,,Jitendra,Done
VAV,Vava'u Island,वावा'उ आइलॅंड,,Jitendra,Done
BCI,Barcaldine,बर्कालडिन,باركالدين,Jitendra,Done
YSG,Lutselke,लटसेल्क,لاتسيلك,Jitendra,Done
PVC,Provincetown,प्रोविंसटाउन,بروفينس تاون,Jitendra,Done
WJU,Wonju,वोंजू,ونجو,Jitendra,Done
AJF,Al Jawf,अल जाफ़,الجوف,Jitendra,Done
HOM,Homer,होमर,هومر,Jitendra,Done
DEL,New Delhi,न्यू देल्ही,نيودلهي,Jitendra,Done
NJC,Nizhnevartovsk,निज़नेवर्टोवस्क,نيجنفارتوفسك,Jitendra,Done
YCY,Clyde River,क्लाइड रिवर,نهر كلايد,Jitendra,Done
NAT,Natal,नेटल,ناتال,Jitendra,Done
MOW,Moscow,मॉस्को,موسكو,Jitendra,Done
SSG,Malabo,मलाबो,مالابو,Jitendra,Done
MCP,Macapa,मकापा,ماكابا,Jitendra,Done
LMN,Limbang,लिम्बांग,ليمبانغ,Jitendra,Done
LIM,Lima,लीमा,ليما,Jitendra,Done
YLL,Lloydminster,ल्लोयडमिंस्टेर,لويدمنستر,Jitendra,Done
LAX,Los Angeles,लॉस एंजिलस,لوس انجليس,Jitendra,Done
RLG,Laage,लॅयेज,لاج,Jitendra,Done
CGI,Cape Girardeau,केप गिरारदेवू,كيب جيراردو,Jitendra,Done
KRL,Korla,कोरला,كورلا,Jitendra,Done
KRR,Krasnodar,क्रास्नोडार,كراسنودار,Jitendra,Done
CBQ,Calabar,कैलबर,كالابار,Jitendra,Done
KRP,Karup,कॅरूप,كاروب,Jitendra,Done
JHM,Kapalua,कॅपल्यूवा,كابالوا,Jitendra,Done
KWL,Guilin,गुइलिन,قويلين,Jitendra,Done
YFC,Fredericton,फ्रेडेरिक्टन,فريدريكتون,Jitendra,Done
YVR,Vancouver,वैंकूवर,فانكوفر,Jitendra,Done
ADE,Aden,अदन,عدن,Jitendra,Done
TNG,Tangier,टॅंजियर,طنجة,Jitendra,Done
CMF,Chambery,शैमबेरी,شامبيري,Jitendra,Done
VIJ,Spanish town,स्पॅनिश टाउन,سبانيش تاون,Jitendra,Done
SAF,Santa Fe,सांता फे,سانتا في,Jitendra,Done
SMS,Sainte Marie,सेंट मरिए,سانت ماري,Jitendra,Done
SLM,Salamanca,सॅलमेंका,سالامانكا,Jitendra,Done
SUJ,Satu Mare,सातु मेर,ساتو ماري,Jitendra,Done
YUY,Rouyn,रूयिन,روين,Jitendra,Done
RGI,Rangiroa,रांगिरो,رانجيروا,Jitendra,Done
DUT,Dutch harbor,डच हार्बर,دوتش هاربر,Jitendra,Done
HYD,Hyderabad,हैदराबाद,حيدر أباد,Jitendra,Done
RTB,Roatan,रोआटन,جزيرة رواتان,Jitendra,Done
JED,Jeddah,जेद्दा,جدة,Jitendra,Done
DJJ,Jayapura,जयापुरा,جايابورا,Jitendra,Done
DJB,Jambi,जाम्बी,جامبي,Jitendra,Done
TTE,Ternate,तेरनाते,تيرنيت,Jitendra,Done
VCL,Chu Lai,चू लाइ,تشو لاي,Jitendra,Done
YYQ,Churchill,चर्चिल,تشرشل,Jitendra,Done
GUM,Tamning,टैंमनिंग,تامنينغ,Jitendra,Done
PIX,Pico,पिको,بيكو,Jitendra,Done
OXB,Bissau,बिसाऊ,بيساو,Jitendra,Done
PUB,Pueblo,पुएब्लो,بويبلو,Jitendra,Done
PCL,Pucallpa,पुकल्लपा,بوكالبا,Jitendra,Done
BBA,Balmaceda,बाल्म्सेडा,بلماسيدا,Jitendra,Done
BQS,Blagoveschensk,ब्लागोवेस्चेनसक,بلاغوفيشتشينسك,Jitendra,Done
BNX,Banja Luka,बंजा लुका,بانيا لوكا,Jitendra,Done
BRI,Bari,बरी,باري,Jitendra,Done
USN,Ulsan,उल्सान,أولسان,Jitendra,Done
AYT,Antalya,आंटलीया,أنطاليا,Jitendra,Done
ASP,Alice Springs,एलिस स्प्रिंग्स,أليس سبرينغز,Jitendra,Done
ABQ,Albuquerque,आल्बकरकी,ألباكركي,Jitendra,Done
ASO,Asosa,असोसा,أسوسة,Jitendra,Done
YFB,Iqaluit,इक़लुईट,إكالويت,Jitendra,Done
AKF,Kufra,कफ़रा,الكفرة,Jitendra,Done
RBA,Rabat,रबात,الرباط,Jitendra,Done
AEX,Alexandria,अलेग्ज़ॅंड्रिया,الإسكندرية,Jitendra,Done
AJY,Agadez,एगेडेज़,,Jitendra,Done
OGN,Yonaguni Jima,योनगुनी जीमा,,Jitendra,Done
TLT,Tuluksak,तुलुकसक,,Jitendra,Done
CCF,Carcassonne,कार्कसॉन,,Jitendra,Done
ISU,Sulaymaniyah,सुलयमनिया,,Jitendra,Done
ELI,Elim,एलिम,,Jitendra,Done
FAV,Fakarava,फकरावा,,Jitendra,Done
SIS,Sishen,सिशेन,,Jitendra,Done
JKL,Kalymnos,कलियमनोस ,,Jitendra,Done
KSF,Kassel,कॅसल,,Jitendra,Done
ZFN,Tulita,तुलिता,,Jitendra,Done
ONS,Onslow,ऑन्स्लो,,Jitendra,Done
HRI,Mattala,मत्ताला,,Jitendra,Done
VAG,Varginha,वार्जिनाया,,Jitendra,Done
PCN,Picton,पिकटन,,Jitendra,Done
WGP,Waingapu,वैनगापु ,,Jitendra,Done
YST,St. Theresa Point,सेंट थेरेसा प्वाइंट,,Jitendra,Done
TDK,Taldykorgan,टॉल्डदायकोलन,,Jitendra,Done
KLL,Levelock,लेवेलॉक ,,Jitendra,Done
SDN,Sandane,सॅंनडेन,,Jitendra,Done
LNJ,Lincang,लिकांग,,Jitendra,Done
PMA,Pemba,पेम्बा,,Jitendra,Done
LKY,Lake Manyara,लेक मन्यारा,,Jitendra,Done
NYA,Nyagan,नयागन,,Jitendra,Done
RTG,Ruteng,रुटेंग,,Jitendra,Done
BJS,Beijing,बीजिंग,,Jitendra,Done
KUH,Kushiro,कुशिरो ,,Jitendra,Done
LAM,Los Alamos,लॉस आलामोस,,Jitendra,Done
NUP,Nunapitchuk,नुनापीट्‍चक,,Jitendra,Done
TFI,Tufi,टफ़ी ,,Jitendra,Done
BSC,Bahia Solano,बाहीया सोलानो,,Jitendra,Done
SAC,Sacramento,सैक्रामेंटो,,Jitendra,Done
TKN,Tokunoshima,तोकुनोशिमा,,Jitendra,Done
FIE,Fair Isle,फेर आइल,,Jitendra,Done
KIE,Kineshma,किनेशमा,,Afshaa,Done
BUC,Burketown,बर्केटॉवन्,,Afshaa,Done
ACU,Achutupo,अछुटूपो,,Afshaa,Done
MZH,Merzifon,मर्ज़िफन,,Afshaa,Done
MMD,Minami Daito,मीनामी दायटो,,Afshaa,Done
KCT,Koggala,कोगगाला,,Afshaa,Done
MBS,Bay City Midland Saginaw,बे सिटी मिडलॅंड सागीनव,باي سيتي / ميدلاند / ساغيناو,Afshaa,Done
GUC,Gunnison,गनीसान,غنيسن,Afshaa,Done
MSP,Minneapolis St Paul,मिनियापोलिस सेंट पॉल,مينيابوليس سانت بول,Afshaa,Done
YZV,Sept Iles,सेप्ट आइल्स,سبت إيليس,Afshaa,Done
YNC,Wemindji,वेमाइंदजी,ويميندجي,Afshaa,Done
ASE,Aspen,ऐस्पन,آسبين,Afshaa,Done
YXY,Whitehorse,वाइटहॉरस,وايت هورس,Afshaa,Done
BMY,Waala,वाला,والا,Afshaa,Done
HTN,Hotan,होटन,هوتان,Afshaa,Done
HMI,Hami,हामी,هامي,Afshaa,Done
EAM,Nejran,नेजरान,نجران,Afshaa,Done
NTE,Nantes,नॅंट्स,نانت,Afshaa,Done
MAH,Menorca,मेनोर्का,مينوركا,Afshaa,Done
MSA,Muskrat Dam,मस्कराट डॅम,موسكارت دام,Afshaa,Done
MGQ,Mogadishu,मोगादिशू,مقديشو,Afshaa,Done
MBT,Masbate,मॅसबेट,ماسبات,Afshaa,Done
RUS,Marau,मराऊ,ماراو,Afshaa,Done
LYA,Luoyang,लुओयंग,لويانغ,Afshaa,Done
LCA,Larnaca,लारनाका,لارنكا,Afshaa,Done
CUM,Cumana,क्यूमना,كومانا,Afshaa,Done
OOM,Cooma,कूमा,كوما,Afshaa,Done
CUZ,Cuzco,कज़्को,كوزكو,Afshaa,Done
CUR,Curacao,कुराकाओ,كوراكاو,Afshaa,Done
CKB,Clarksburg,क्लार्कस्बर्ग,كلاركسبورغ,Afshaa,Done
KNU,Kanpur,कानपुर,كانبور,Afshaa,Done
XKS,Kasabonika,कॅसबॉनिका,كاسا بونيكا,Afshaa,Done
KZN,Kazan,कज़ान,كازان,Afshaa,Done
FOR,Fortaleza,फोर्टलज़ा,فورتاليزا,Afshaa,Done
YER,Fort Severn,फोर्ट सेवर्न,فورت سيفرن,Afshaa,Done
FRS,Flores,फ्लॉरेस,فلوريس,Afshaa,Done
FAE,Vagar,वागर,فاجار,Afshaa,Done
XUZ,Xuzhou,ज़ुझाउ,شوتشو,Afshaa,Done
SIP,Simferopol,सींफेरोपॉल,سيمفيروبول,Afshaa,Done
SFT,Skelleftea,स्केल्लेस्फटीया,سكيليفتيا,Afshaa,Done
SMR,Santa Marta,सांता मार्ता,سانتا مارتا,Afshaa,Done
KUF,Samara,समारा,سامارا,Afshaa,Done
ROT,Rotorua,रोटोरुआ,روتوروا,Afshaa,Done
WRG,Wrangell,व्रंगेल्ल,رانجل,Afshaa,Done
DEB,Debrecen,डेबरसेन,ديبريسين,Afshaa,Done
DAC,Dhaka,ढाका,داكا,Afshaa,Done
GIL,Gilgit,गिलगित,جيلجيت,Afshaa,Done
KSJ,Kasos Island,कसोस आइलॅंड,جزيرة كاسوس,Afshaa,Done
VQS,Vieques Island,विईक्ज़ आइलैंड ,جزيرة بيكيس,Afshaa,Done
JAI,Jaipur,जयपुर,جايبور,Afshaa,Done
FTU,Tolagnaro,टोलग्नारो,تولاغنارو,Afshaa,Done
TAB,Tobago,टोबेगो,توباغو,Afshaa,Done
CIX,Chiclayo,चिक्लयो,تشيكلايو,Afshaa,Done
HTA,Chita,चीता,تشيتا,Afshaa,Done
TEE,Tebessa,टेबेसा,تبسة,Afshaa,Done
TJA,Tarija,तरीजा,تاريخا,Afshaa,Done
TGM,Tirgu Mures,टियर्गू मुरेस,تارجو موريس,Afshaa,Done
PEW,Peshawar,पेशावर,بيشاور,Afshaa,Done
PER,Perth,पर्थ,بيرث,Afshaa,Done
PNI,Pohnpei,पोह्न्पेइ,بوهنباي,Afshaa,Done
PBU,Putao,पुटाओ,بوتاو,Afshaa,Done
BNI,Benin,बेनिन,بنين,Afshaa,Done
BSB,Brasilia,ब्रासीलिया,برازيليا,Afshaa,Done
BHK,Bukhara,बुखारा,بخارى,Afshaa,Done
LKL,Banak,बनक ,باناك,Afshaa,Done
PWQ,Pavlodar,पावलोड़र,بافلودار,Afshaa,Done
AUG,Augusta,ऑगस्ता ,أوغستا,Afshaa,Done
ANS,Andahuaylas,आंड्यूआयलस,أندايواليس,Afshaa,Done
ADA,Adana,अड़ाना,أضنة,Afshaa,Done
ATH,Athens,एथेंस,أثينا,Afshaa,Done
APK,Apataki,आपाटाकी,أباتاكي,Afshaa,Done
IKI,Iki,ईकी,إيكي,Afshaa,Done
EVV,Evansville,एवंसविल्ल,ايفانسفيل,Afshaa,Done
AAN,Al Ain,अल आन,العين,Afshaa,Done
MVB,Franceville,फ्रॅन्सविल,,Afshaa,Done
MII,Mar¡lia,मार¡लिया,,Afshaa,Done
TVS,Tangshan,तांगशन ,,Afshaa,Done
GOM,Goma,गोमा,,Afshaa,Done
YCL,Charlo,चारलो,,Afshaa,Done
NUL,Nulato,नुलातो  ,,Afshaa,Done
EPL,Epinal,एपीनाल,,Afshaa,Done
KSY,Kars,कार्स,,Afshaa,Done
TIW,Tacoma,टकोमा,,Afshaa,Done
CLV,Caldas Novas,कॉल्डस नोवस,,Afshaa,Done
WBB,Stebbins,स्टेब्बींस,,Afshaa,Done
AEB,Baise,बैस ,,Afshaa,Done
KTB,Thorne Bay,थॉर्न बे,,Afshaa,Done
PAF,Pakuba,पाकूबा,,Afshaa,Done
HZH,Liping,लीपिंग,,Afshaa,Done
KGA,Kananga,कनॅंगा,,Afshaa,Done
PRH,Phrae,फ्री ,,Afshaa,Done
YOH,Oxford House,ऑक्स्फर्ड हाउस,,Afshaa,Done
KPY,Port Bailey,पोर्ट  बेली,,Afshaa,Done
MGB,Mount Gambier,माउंट गैम्बियर,,Afshaa,Done
NQT,Nottingham,नॉटिंघम,,Afshaa,Done
FYU,Fort Yukon,फोर्ट यूकॉन,,Afshaa,Done
AHE,Ahe,एएचई,,Afshaa,Done
GYA,Guayaramer¡n,ग्वायरॅमरन,,Afshaa,Done
NUI,Nuiqsut,न्‍यूएक्सेट,,Afshaa,Done
BZL,Barisal,बॅरिसल,,Afshaa,Done
CYF,Chefornak,छेफोर्नक,,Afshaa,Done
JQE,Jaqué,जाकवे,,Afshaa,Done
OZH,Zaporozhye,ज़पॉरोज़े,,Afshaa,Done
UTT,Umtata,उम्टाटा ,امتاتا,Afshaa,Done
IXD,Allahabad,अलाहाबाद,الله أباد,Afshaa,Done
AHU,Al Hociema,अल हॉसीमा,الحسيمة,Afshaa,Done
BIN,Bamyan,बामयान,,Afshaa,Done
