carrier_code,carrier_name,icoa_code,pnr_link,webcheckin_url
"Z8","लीनिया एरीया एमेस्जोनस","AZN","http://www.amaszonas.com/","https://apps.kiusys.com/webcheckin/Z8/index.php?lang=EN"
"ZH","शेन्ज़ेन एयरलाइंस","EGA","http://global.shenzhenair.com/zh/main.jsp","http://global.shenzhenair.com/zh/html/en/travelinfo/check-in.html"
"2N","नेक्स्टजेट","NTJ","https://bokning.nextjet.se/mybooking/MinBokning.xo?_a=init&language=en","https://checkin.si.amadeus.net/1ASIHSSCWEB2N/sscw2n/checkin?width=800&height=600&type=W&Redirected=true"
"M3","ABSA कार्गो एयरलाइन","TUS","http://www.tamcargo.com.br/vgn/v/index.jsp?vgnextoid=0e5df416b6e29310VgnVCM1000006b0d010aRCRD","http://www.tamcargo.com.br/vgn/v/index.jsp?vgnextoid=0e5df416b6e29310VgnVCM1000006b0d010aRCRD"
"4B","Boutique Air","PAG","http://www.boutiqueair.com/","http://www.boutiqueair.com/pages/travel_manager"
"6L","Aklak Air","AKK","http://www.aklakair.ca/","http://www.aklakair.ca/"
"AC","Air Canada","ACA","http://www.aircanada.com/en/home.html","https://www.aircanada.com/en/travelinfo/traveller/checkin/"
"AY","Finnair","FIN","http://www.finnair.com/INT/GB/select-country","http://www.finnair.com/IN/GB/home-all-booking-options?SERVICECARD=3"
"B2","Belavia","BRU","http://en.belavia.by/home/","http://en.belavia.by/online_registration/"
"BG","Biman Bangladesh","BBC","http://www.biman-airlines.com/","http://www.biman-airlines.com/"
"D4","Alidaunia","LID","http://www.alidaunia.it/","http://www.alidaunia.it/"
"D6","Interair S. Africa","ILN","http://www.interair.co.za/","http://www.interair.co.za/"
"DL","Delta","DAL","https://www.delta.com/myitinerary/itinLanding.action","https://www.delta.com/PCCOciWeb/findBy.action"
"EL","एयर निप्पॉन को","ANK","https://aswbe-i.ana.co.jp/p_per/sky_ip_per_jp/preSearchCheckIn.do?CONNECTION_KIND=LAX&LANG=en","https://aswbe-i.ana.co.jp/p_per/sky_ip_per_jp/preSearchCheckIn.do?CONNECTION_KIND=LAX&LANG=en"
"JP","Adria Airways","ADR","https://www.adria.si/en/","https://selfservice.sita.aero/internetSWP/identificationEdit.do?locale=en_EN&al=carrier_JP"
"KL","केएलएम रॉयल डच","KLC","http://www.klm.com/","https://www.klm.com/travel/in_en/prepare_for_travel/checkin_options/internet_checkin/ici_jffp_app.htm"
"M4","Smart Aviation Company","SME","http://www.smartaviation.com.eg/Home/","http://www.smartaviation.com.eg/Home/"
"MS","Egyptair Express","MSE","http://www.egyptair.com/English/Pages/splashpage.aspx","https://checkin.si.amadeus.net/1ASIHSSCWEBMS/sscwms/checkin"
"PN","वेस्ट एयर","CHB","http://www.westair.cn/index.jsp;jsessionid=FB5E94CEAC0D36B08D7D7B6B5F43E81F.p1","http://www.westair.cn/index.jsp;jsessionid=FB5E94CEAC0D36B08D7D7B6B5F43E81F.p1"
"QV","Lao Aviation","LAO","http://www.laoairlines.com/","http://www.laoairlines.com/before-your-flight/at-the-airport/check-in-time/"
"VW","Aeromar","TAO","http://www.aeromar.com.mx/","http://www.aeromar.com.mx/webcheckin/"
"W9","Air Bagan","JAB","https://www.airbagan.com/","https://www.airbagan.com/"
"9M","Central Mountain","GLR","https://flycma.com/","https://flycma.com/"
"9V","एवीअर एयरलाइंस","AMV","https://www.aviorair.com/","https://www.aviorair.com/"
"9Y","Fly Georgia","FGE","http://www.flygeorgia.com/Services/Managebooking","http://www.flygeorgia.com/TravelInfo/Checkinandairportarrival"
"A3","Aegean Airlines","AEE","http://en.aegeanair.com/","https://checkin.si.amadeus.net/1ASIHSSCWEBA3/sscwa3/checkin?ln=en"
"CM","COPA Panama","CMP","http://www.copaair.com/sites/gs/en/pages/homepage.aspx#manage","http://www.copaair.com/sites/gs/en/pages/homepage.aspx#webcheckin"
"DE","कंडर","CFG","http://www.condor.com/us/index.jsp","http://www.condor.com/eu/flight-info/check-in/online-check-in.jsp"
"FB","Bulgaria Air","LZB","http://www.air.bg/en/","https://checkin.si.amadeus.net/1ASIHSSCWEBFB/sscwfb/checkindirect?LANGUAGE=en"
"FL","AirTran","TRS","http://www.airtran.com/Home.aspx","https://ebyepass.airtran.com/CheckIn.aspx"
"HG","FlyNiki","NLY","http://www.flyniki.com/prepage.php","https://www.flyniki.com/en/webcheckin/index/index/p/NIK"
"HM","Air Seychelles","SEY","http://www.airseychelles.com/en/home/index.php","http://www.airseychelles.com/en/home/index.php"
"I9","Air Italy","AEY","https://www.alitalia.com/","https://www.alitalia.com/"
"J8","Berjaya Air Bhd","BVT","https://www.berjaya-air.com/holiday-package-booking/","https://www.berjaya-air.com/holiday-package-booking/"
"JJ","TAM Linhas Aereas","TAM","http://www.tam.com.br/502.html","http://www.tam.com.br/502.html"
"M3","ABSA AerolinhasBrasileiras","NFA","http://www.tamcargo.com.br/vgn/v/index.jsp?vgnextoid=0e5df416b6e29310VgnVCM1000006b0d010aRCRD","http://www.tamcargo.com.br/vgn/v/index.jsp?vgnextoid=0e5df416b6e29310VgnVCM1000006b0d010aRCRD"
"MO","Calm Air Intl","CAV","http://www.calmair.com/","http://www.calmair.com/"
"NQ","Air Japan","AJX","http://www.air-japan.co.jp/","http://www.air-japan.co.jp/"
"UO","HongKong Express","HKE","http://www.hkexpress.com/en-us/home.aspx","http://www.hkexpress.com/en-us/home.aspx"
"V3","Carpatair S.A.","KRP","http://www.carpatair.com/","http://www.carpatair.com/en-us/flightessentials/check-in.aspx"
"V7","Air Senegal Intl","SNG","http://www.senegalairlines.aero/","http://www.senegalairlines.aero/"
"VH","Aeropostal","LAV","http://www.aeropostal.com/2014/home/","http://www.aeropostal.com/2014/home/"
"W4","LC Perú","BES","http://www.lcperu.pe/home","https://apps.kiusys.com/webcheckin/W4/"
"YX","Midwest","MEP","http://www.mwestairlines.com/News.html","http://www.mwestairlines.com/Flight_Info.html"
"2K","Aero Galapagos","GLG","http://www.aerogal.com.ec/?lang=en","https://apps.kiusys.com/webcheckin/2K/index.php"
"9U","Air Moldova","MLD","http://www.airmoldova.md/home-ro/","https://checkin.airmoldova.md/app/ck.fly?l=en"
"AV","Avianca Aerovias","AVA","http://www.avianca.com/es/","http://www.avianca.com/en-co/electronic-services/web-check-in.aspx"
"IL","Trigana Air Service","TGN","http://www.trigana-air.com/","http://www.trigana-air.com/"
"IO","IrAero","IAE","http://en.iraero.ru/","http://en.iraero.ru/"
"J9","Jazeera Airways","JZR","https://book.jazeeraairways.com/RetrieveBooking.aspx","http://www.jazeeraairways.com/WebCheckin/"
"KS","PenAir","PEN","http://www.penair.com/","https://checkin.sabre.com/penair/locate.do"
"LA","LAN Airlines","LAN","http://www.lan.com/en_us/sitio_personas/index.html","http://www.lan.com/cgi-bin/checkin/paso1.cgi?rand=8958032.54404203"
"LH","लुफ्थांसा कार्गो","GEC","http://www.lufthansa.com/us/en/My-Bookings","https://www.lufthansa.com/us/en/Online-Check-in"
"MD","Air Madagascar","MDG","http://www.airmadagascar.com/en/a340/booking-and-buying/my-booking","http://www.airmadagascar.com/en/a340/booking-and-buying/my-booking"
"NF","Vanuatu","AVN","http://www.airvanuatu.com/home.aspx","http://www.airvanuatu.com/home/trip-planning/airport-check-in.aspx"
"P9","Asia Pacific Airlines","MGE","http://www.flyapa.com/","http://www.flyapa.com/"
"RC","Atlantic Faroe Is","FLI","https://www.atlantic.fo/en/","https://www.atlantic.fo/en/useful-links/check-in/"
"SA","South African","SAA","http://www.flysaa.com/in/en/home!loadHome.action?request_locale=en_IN&splashLocale=EN&splashCntry=IN&isCookieEnabled=false","http://www.flysaa.com/in/en/home!loadHome.action?request_locale=en_IN&splashLocale=EN&splashCntry=IN&isCookieEnabled=true#checkin"
"SU","Aeroflot Russian Airlines","AFL","http://www.aeroflot.com/cms/en","http://www.aeroflot.ru/cms/en/online_registration"
"TN","Air Tahiti Nui","THT","http://www.airtahitinui.com/","http://www.airtahitinui.com/"
"QR","Qatar Airways","QTR","http://www.qatarairways.com/in/en/homepage.page","http://www.qatarairways.com/in/en/homepage.page"
"TK","तुर्की एयरलाइंस","THY","http://www4.thy.com/mybookings/reservations.tk?target=view&lang=en&GACookie=null&__utma=230785920.1454547721.1336567006.1336567006.1336567023.2&__utmb=230785920.5.9.1336567055484&__utmc=230785920&__utmx=-&__utmz=230785920.1336567023.2.2.utmcsr=google","https://www4.thy.com/onlinecheckin/start.tk?lang=en"
"2P","Philippines Corp","GAP","http://www1.philippineairlines.com/","http://www1.philippineairlines.com/"
"AB","Air Berlin","BER","http://www.airberlin.com/en-GB/site/start.php","http://www.airberlin.com/en-GB/webcheckin/index/index/"
"LH","Lufthansa","DLH","http://www.lufthansa.com/us/en/My-Bookings","https://www.lufthansa.com/us/en/Online-Check-in"
"NZ","Air New Zealand","ANZ","http://www.airnewzealand.com/home","http://www.airnewzealand.com/online-check-in"
"UK","Vistara Airlines","VTI","https://www.airvistara.com/trip/fly/home","https://www.airvistara.com/trip/traveller-info#check-in"
"7P","बाटावीया एयर","PST","https://www.airpanama.com/?lang=en","https://www.airpanama.com/?lang=en"
"GA","Garuda Indonesia","GIA","https://www.garuda-indonesia.com/int/landingpage.page","https://www.garuda-indonesia.com/id/en/garuda-indonesia-experience/on-ground/check-in/index.page#"
"J2","अझल एवीआ कार्गो","AHC","http://www.azal.az/","https://flyazal.mobi/itravel/occi.xhtml"
"LO","LOT Polish Air","LOT","https://www.lot.com/pl/pl/","http://www.lot.com/us/en/check-in"
"MH","Malaysia Airlines","MAS","https://book.malaysiaairlines.com/itd/itd/lang/en/reservations","https://fastcheck.sita.aero/cce-presentation-web-mh/entryUpdate.do"
"OK","Czech Airlines","CSA","http://www.csa.cz/en/portal/homepage/cz_homepage.htm","http://www.csa.cz/en/portal/info-and-services/services-csa/odbaveni_sub.htm"
"OZ","Asiana Airlines","AAR","https://us.flyasiana.com/C/en/main.do","https://us.flyasiana.com/I/en/CheckInSearchTicket.do?menuId=001010000000000&menuType=LINK"
"PG","Bangkok Airways","BKP","http://www.bangkokair.com/eng#","http://www.bangkokair.com/pages/view/web-check-in"
"UJ","मेग्नीचार्टर्स","LMU","https://www.flyalmasria.com/?lang=English","https://www.flyalmasria.com/?lang=English"
"YM","Montenegro Air","MGX","https://montenegroairlines.com/","http://montenegroairlines.com/en/home/gornja_navigacija/informacije_i_servis/checkin.html"
"SV","Saudi Arabian Air","SVA","http://www.saudiairlines.com/portal/saudiairlines/Welcome?completesite=true","https://checkin.si.amadeus.net/1ASIHSSCWCISV/sscwsv/checkin?ln=en"
"EU","Chengdu Airlines","UEA","http://www.chengduair.cc/","http://www.chengduair.cc/"
"DT","TAAG Angola Airlines","DTA","http://www.taag.com/en/home.aspx","http://www.taag.com/en/online-checkin.aspx"
"A4","Aerocon","AEK","http://www.aerocon.bo/","http://www.aerocon.bo/"
"NL","Shaheen Air","SAI","http://www.shaheenair.com/sai-web/index.php","http://www.shaheenair.com/sai-web/index.php"
"DG","South East Asian Airlines","SRQ","http://www.flyseair.com/","http://www.flyseair.com/"
"PQ","Philippines AirAsia","APG","http://www.airasia.com/welcome/index_phen.htm","http://www.airasia.com/ph/en/home.page#"
"S3","Santa Barbara Air","BBR","http://www.sbairlines.com/","http://www.sbairlines.com/"
"4G","Gazpromavia","GZP","http://eng.gazpromavia.ru/","http://eng.gazpromavia.ru/"
"HH","Taban Airlines","TBM","http://taban.aero/en/","http://taban.aero/en/"
"HK","Hamburg Airways","HAY","http://www.hamburgairways.com/","http://www.hamburgairways.com/"
"NK","Spirit Airlines","NKS","http://www.spirit.com/Default.aspx","https://www.spirit.com/Default.aspx#check-in"
"FW","IBEX Airlines","IBX","http://www.ibexair.co.jp/","http://www.ibexair.co.jp/"
"K7","एयर KBZ","KBZ","http://www.airkbz.com/","http://www.airkbz.com/"
"J5","Alaska Seaplane", nil,"http://www.flyalaskaseaplanes.com/","http://www.flyalaskaseaplanes.com/"
"V9","Van Air Europe","VAA","http://www.vanair.org/","http://www.vanair.org/"
"LI","LIAT","LIA","http://www.liatairline.com/","http://www.liatairline.com/navSource.html?page_id=2"
"W2","Flexflight", nil,"http://www.flexflight.dk/","http://www.flexflight.dk/"
"IY","Yemenia Yemen","IYE","http://yemenia.com/","http://yemenia.com/"
"S9","Starbow","IKM","http://www.flystarbow.com/en/manage-my-booking/manage-booking","http://www.flystarbow.com/en"
"X9","Avion Express","NVD","http://flyavex.com/","http://flyavex.com/"
"ST","Germania","GMI","http://www.flygermania.de/en/","http://www.flygermania.de/en/serviceoint/check-in/"
"7R","RusLine","RLU","https://www.starflyer.jp/en/","https://www.starflyer.jp/en/"
"RQ","Kam Air","KMF","https://www.kamair.com/home.php","https://www.kamair.com/home.php"
"WT","Wasaya Airways","WSG","http://www.wasaya.com/","http://www.wasaya.com/"
"X3","TUIfly","TUI","https://www.tuifly.com/en/index.html","https://www.tuifly.com/Webcheckin.aspx?culture=en-GB"
"Z2","AirAsia Zest","EZD","http://www.airasia.com/ph/en/home.page","http://www.airasia.com/ph/en/home.page"
"Z8","Linea Aerea Amaszonas","AZN","http://www.amaszonas.com/","https://apps.kiusys.com/webcheckin/Z8/index.php?lang=EN"
"4B","Boutique Air","TUP","http://www.boutiqueair.com/","http://www.boutiqueair.com/pages/travel_manager"
"AS","Alaska Airlines","ASA","http://www.alaskaair.com/","https://webselfservice.alaskaair.com/checkinweb/default.aspx?language=en_US&lid=nav:travelInfo-checkIn%20{On-Click%20tag}"
"K6","Cambodia Angkor Air","KHV","http://www.cambodiaangkorair.com/en/","http://www.cambodiaangkorair.com/en/"
"AD","Azul Brazilian Airlines","AZU","http://www.voeazul.com.br/","http://viajemais.voeazul.com.br/CheckinOnLine.aspx"
"Y5","Golden Myanmar Airlines","ITD","http://www.gmairlines.com/#tab1","http://www.gmairlines.com/#tab1"
"2N","NextJet","UMK","https://bokning.nextjet.se/mybooking/MinBokning.xo?_a=init&language=en","https://checkin.si.amadeus.net/1ASIHSSCWEB2N/sscw2n/checkin?width=800&height=600&type=W&Redirected=true"
"9R","SATENA","NSE","http://www.satena.com/inicio","http://booking.satena.com/TTIDOTNET/TRANSPORT/TransportNetFO/satena/WebCheckIn.aspx?masterUserControl=WebCheckIn/UsrWebCheckInStart&taskId=80cee7a2-907c-4ee7-87ab-e2fcff930096&ViewName=WebCheckInStart&GRAPHNAME=WebCheckIn"
"MW","Mokulele","MYD","http://www.mokuleleairlines.com/","http://www.mokuleleairlines.com/"
"XY","फ्लायनेस एयरलाइंस","KNE","https://book.flynas.com/RetrieveBooking.aspx","https://book.flynas.com/searchwebcheckin.aspx"
"RI","Tigerair Mandala","MDL","http://booking.tigerair.com/RetrieveBooking.aspx?culture=en-GB&gaculture=SGEN","http://booking.tigerair.com/WebCheckIn.aspx?culture=en-GB&gaculture=SGEN"
"9C","Spring Airlines","WDA","http://www.springairlines.com/","http://www.springairlines.com/Activitiesall/Activities35"
"ZH","Shenzhen Airlines","CSZ","http://global.shenzhenair.com/zh/main.jsp","http://global.shenzhenair.com/zh/html/en/travelinfo/check-in.html"
"TX","Air Caraibes","ISB","http://www.aircaraibes.com/","http://www.aircaraibes.com/"
"PN","West Air","CHB","http://www.westair.cn/index.jsp;jsessionid=FB5E94CEAC0D36B08D7D7B6B5F43E81F.p1","http://www.westair.cn/index.jsp;jsessionid=FB5E94CEAC0D36B08D7D7B6B5F43E81F.p1"
"5E","Nok Mini","SGN","http://www.nokmini.com/website/pages/home/welcome.php?ss_sw=en-US","http://www.nokair.com/NokCheckIn/aspx/login.aspx?currlang=en-US&s_cid=nokair_webcheckin"
"RZ","Sansa Airlines","LRS","http://www.flysansa.com/","http://www.flysansa.com/"
"M7","MasAir","MAA","http://www.masair.com/","http://www.masair.com/"
"5J","Cebu Pacific Air","CEB","https://www.cebupacificair.com/","https://www.cebupacificair.com/Pages/web-check-in.aspx"
"B7","UNI Corporation","UIA","https://www.uniair.com.tw/uniairec/index1.aspx","https://www.uniair.com.tw/uniairec/index1.aspx"
"CZ","China Southern","CSN","http://b2c.csair.com/B2C40/modules/order/checkOrder.jsp","http://www.csair.com/cn/index.shtml"
"OM","MIAT Mongolian","MGL","http://www.miat.com/","http://www.miat.com/"
"OS","Austrian Airlines","AUA","http://www.austrian.com/","http://www.austrian.com/Info/CheckIn_MobileServices/WebCheckIn.aspx?sc_lang=en&cc=US"
"OV","Estonian Air","ELL","http://estonian-air.ee/","https://estonian-air.ee/en/info/traveling/check-in/web-check-in/"
"QI","Cimber Air","CIM","http://www.cimber.com/","http://www.cimber.com/"
"YK","साइप्रस तुर्की","KYV","http://www.turkishairlines.com/en-cy/?gclid=CObWmJWKnL4CFRUOjgodbLMASw","http://www.turkishairlines.com/en-cy/?gclid=CObWmJWKnL4CFRUOjgodbLMASw"
"UD","HexAir","HER","http://www.hexair.com/","http://www.hexair.com/"
"O4","Antrak Air","ABV","http://www.antrakair.com/","http://www.antrakair.com/"
"3S","Air Antilles Express","AEN","http://www.airantilles.com/","http://www.airantilles.com/webcheckin/"
"AH","Air Algerie","DAH","http://www.airalgerie.dz/Home.jsp","http://www.airalgerie.dz/index.jsp?lang=en"
"FE","Far Eastern Air Transport","FEA","http://www.fat.com.tw/index/index.aspx","http://www.fat.com.tw/index/index.aspx"
"SW","Air Namibia","NMB","http://www.airnamibia.com/","https://fastcheck.sita.aero/cce-presentation-web-sw/entryUpdate.do"
"KG","Key Lime Air","GTV","http://www.keylimeair.com/","http://www.keylimeair.com/"
"5N","Nordavia","AUL","http://www.nordavia.ru/en/","http://booking.nordavia.ru/is2009/web-checkin/reg-data.jsf"
"9V","Avior Airlines","ROI","https://www.aviorair.com/","https://www.aviorair.com/"
"VB","Aeroenlaces Nacionale","VIV","https://www.vivaaerobus.com/","https://www.vivaaerobus.com/"
"S4","SATA Intl Servicos","RZO","https://www.sata.pt/en/content/home-page","http://www.sata.pt/en/travel-with-us/web-check"
"SI","Sierra Pacific Airlines","SPA","http://www.blueislands.com/","http://www.blueislands.com/"
"8V","Wright Air Service","ACP","http://wrightairservice.com/","http://wrightairservice.com/"
"K7","Air KBZ","ARK","http://www.airkbz.com/","http://www.airkbz.com/"
