airport_code,city_code,airport_name_en,airport_name_ar,airport_name_hi,Address in English,Address in Arabic,,Email,Phone,Website
LAP,LAP,Manuel Mrquez De Len International Airport,,,,,,,,
LAQ,LAQ,La Abraq Airport,,,,,,,,
LAR,LAR,Laramie Regional Airport,,,,,,,,
LAS,LAS,Mccarran International Airport,,,,,,,,
LAU,LAU,Manda Airstrip,,,,,,,,
LAW,LAW,Lawton-fort Sill Regional Airport,,,,,,,,
LAX,LAX,Los Angeles International Airport,,,,,,,,
LBA,LBA,Leeds Bradford International Airport,,,,,,,,
LBB,LBB,Lubbock Preston Smith International Airport,,,,,,,,
LBC,HAM,Lbeck Airport,,,,,,,,
LBD,LBD,Khudzhand Airport,,,,,,,,
LBE,LBE,Arnold Palmer Regional Airport,,,,,,,,
LBF,LBF,North Platte Regional Airport,,,,,,,,
LBJ,LBJ,Komodo Mutiara Ii Airport,,,,,,,,
LBL,LBL,Liberal Mid-america Regional Airport,,,,,,,,
LBN,,,,,,,,,,
LBP,LBP,Long Banga Airport,,,,,,,,
LBS,LBS,Labasa Airport,,,,,,,,
LBU,LBU,Labuan Airport,,,,,,,,
LBV,LBV,Libreville International Airport,,,,,,,,
LCA,LCA,Larnaca International Airport,,,,,,,,
LCE,LCE,Golosn International Airport,,,,,,,,
LCG,LCG,A Corua Airport,,,,,,,,
LCH,LCH,Lake Charles Regional Airport,,,,,,,,
LCJ,LCJ,D Wadysaw Reymont Airport,,,,,,,,
LCX,,,,,,,,,,
LCY,LON,London City Airport,,,,,,,,
LDB,LDB,Londrina Airport,,,,,,,,
LDE,LDE,Tarbes-lourdes-pyrnes Airport,,,,,,,,
LDH,LDH,Lord Howe Island Airport,,,,,,,,
LDS,JNZ,Lindu Airport,,,,,,,,
LDU,LDU,Lahad Datu Airport,,,,,,,,
LDZ,,,,,,,,,,
LEA,LEA,Learmonth Airport,,,,,,,,
LEB,LEB,Lebanon Municipal Airport New Hampshire,,,,,,,,
LEC,,,,,,,,,,
LED,LED,Pulkovo International Airport,,,,,,,,
LEI,LEI,Almera Airport,,,,,,,,
LEJ,LEJ,Leipzig-halle Airport,,,,,,,,
LEN,LEN,Leon Airport,,,,,,,,
LEQ,,,,,,,,,,
LET,LET,Alfredo Vsquez Cobo International Airport,,,,,,,,
LEX,LEX,Blue Grass Airport,,,,,,,,
LFQ,,,,,,,,,,
LFR,LFR,La Fria Airport,,,,,,,,
LFT,LFT,Lafayette Regional Airport,,,,,,,,
LFW,LFW,Lom-tokoin Airport,,,,,,,,
LGA,NYC,Laguardia Airport,,,,,,,,
LGB,LGB,Long Beach Airport,,,,,,,,
LGG,LGG,Lige Airport,,,,,,,,
LGI,LGI,Deadmans Cay Airport,,,,,,,,
LGK,LGK,Langkawi International Airport,,,,,,,,
LGL,LGL,Long Lellang Airport,,,,,,,,
LGP,LGP,Legazpi Airport,,,,,,,,
LGQ,,,,,,,,,,
LGW,LON,Gatwick Airport,,,,,,,,
LHE,LHE,Allama Iqbal International Airport,,,,,,,,
LHR,LON,London Heathrow Airport,,,,,,,,
LHW,LHW,Lanzhou Zhongchuan Airport,,,,,,,,
LIF,LIF,Lifou Airport,,,,,,,,
LIG,LIG,Limoges - Bellegarde Airport,,,,,,,,
LIH,LIH,Lihue Airport,,,,,,,,
LIL,LIL,Lille-lesquin Airport,,,,,,,,
LIM,LIM,Jorge Chavez International Airport,,,,,,,,
LIN,MIL,Linate Airport,,,,,,,,
LIO,,,,,,,,,,
LIQ,,,,,,,,,,
LIR,LIR,Daniel Oduber Quiros International Airport,,,,,,,,
LIS,LIS,Lisbon Portela Airport,,,,,,,,
LIT,LIT,Clinton National Airport,,,,,,,,
LIW,,,,,,,,,,
LIX,,,,,,,,,,
LJA,,,,,,,,,,
LJG,LJG,Lijiang Airport,,,,,,,,
LJU,LJU,Ljubljana Joe Punik Airport,,,,,,,,
LKA,,,,,,,,,,
LKB,LKB,Lakeba Island Airport,,,,,,,,
LKE,SEA,Kenmore Air Harbor Seaplane Base Airport,,,,,,,,
LKH,LKH,Long Akah Airport,,,,,,,,
LKL,LKL,Banak Airport,,,,,,,,
LKN,LKN,Leknes Airport,,,,,,,,
LKO,LKO,Chaudhary Charan Singh International Airport,,,,,,,,
LKY,,,,,,,,,,
LLA,LLA,Lule Airport,,,,,,,,
LLB,,,,,,,,,,
LLF,KWL,Lingling Airport,,,,,,,,
LLI,LLI,Lalibela Airport,,,,,,,,
LLK,KVD,Lankaran International Airport,,,,,,,,
LLU,LLU,Alluitsup Paa Heliport,,,,,,,,
LLV,,,,,,,,,,
LLW,LLW,Lilongwe International Airport,,,,,,,,
LMA,,,,,,,,,,
LMM,LMM,Fort Valley Federal International Airport,,,,,,,,
LMN,LMN,Limbang Airport,,,,,,,,
LMP,LMP,Lampedusa Airport,,,,,,,,
LNB,LNB,Lamen Bay Airport,,,,,,,,
LNE,LNE,Lonorore Airport,,,,,,,,
LNJ,YNO,Lintsang Airfield,,,,,,,,
LNK,LNK,Lincoln Airport,,,,,,,,
LNS,LNS,Lancaster Airport Pennsylvania,,,,,,,,
LNV,LNV,Lihir Island Airport,,,,,,,,
LNY,LNY,Lanai Airport,,,,,,,,
LNZ,LNZ,Linz Airport,,,,,,,,
LOD,LOD,Longana Airport,,,,,,,,
LOE,LOE,Loei Airport,,,,,,,,
LOH,LOH,Camilo Ponce Enriquez Airport,,,,,,,,
LOK,LOK,Lodwar Airport,,,,,,,,
LOO,LOO,Laghouat Airport,,,,,,,,
LOP,DPS,Bandara International Lombok Airport,,,,,,,,
LOS,LOS,Murtala Muhammed International Airport,,,,,,,,
LPA,LPA,Gran Canaria Airport,,,,,,,,
LPB,LPB,El Alto International Airport,,,,,,,,
LPF,,,,,,,,,,
LPI,LPI,Linkping City Airport,,,,,,,,
LPK,,,,,,,,,,
LPL,LPL,Liverpool John Lennon Airport,,,,,,,,
LPM,LPM,Lamap Airport,,,,,,,,
LPP,,,,,,,,,,
LPQ,LPQ,Luang Phabang International Airport,,,,,,,,
LPS,,,,,,,,,,
LPT,LPT,Lampang Airport,,,,,,,,
LPY,,,,,,,,,,
LQM,,,,,,,,,,
LQN,,,,,,,,,,
LRD,LRD,Laredo International Airport,,,,,,,,
LRE,LRE,Longreach Airport,,,,,,,,
LRH,LRH,La Rochelle - Le De R Airport,,,,,,,,
LRM,LRM,La Romana International Airport,,,,,,,,
LRR,LRR,Lar Airport,,,,,,,,
LRS,LRS,Leros Island National Airport,,,,,,,,
LRT,LRT,Lorient South Brittany Airport,,,,,,,,
LRV,,,,,,,,,,
LSA,,,,,,,,,,
LSC,LSC,La Florida Airport Chile,,,,,,,,
LSE,LSE,La Crosse Regional Airport,,,,,,,,
LSH,,,,,,,,,,
LSI,LSI,Sumburgh Airport,,,,,,,,
LSP,LSP,Josefa Camejo International Airport,,,,,,,,
LST,LST,Launceston Airport,,,,,,,,
LSW,,,,,,,,,,
LSY,,,,,,,,,,
LSZ,,,,,,,,,,
LTN,LON,Luton Airport,,,,,,,,
LTO,LTO,Loreto International Airport,,,,,,,,
LTQ,,,,,,,,,,
LTT,,,,,,,,,,
LTX,,,,,,,,,,
LUD,LUD,Lderitz Airport,,,,,,,,
LUG,LUG,Lugano Airport,,,,,,,,
LUH,LUH,Ludhiana Airport,,,,,,,,
LUK,CVG,Cincinnati Municipal Airport,,,,,,,,
LUM,LUM,Mangshi Airport,,,,,,,,
LUN,LUN,Lusaka International Airport,,,,,,,,
LUO,,,,,,,,,,
LUP,,,,,,,,,,
LUQ,LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,,,,,,,,
LUR,LUR,Cape Lisburne Lrrs Airport,,,,,,,,
LUV,LUV,Dumatumbun Airport,,,,,,,,
LUW,TTE,Bubung Airport,,,,,,,,
LUX,LUX,Luxembourg Findel Airport,,,,,,,,
LUZ,KTW,Lublin Airport,,,,,,,,
LVI,LVI,Livingstone Airport,,,,,,,,
LWB,LWB,Greenbrier Valley Airport,,,,,,,,
LWE,,,,,,,,,,
LWK,,,,,,,,,,
LWN,LWN,Gyumri Shirak Airport,,,,,,,,
LWO,LWO,Lviv Danylo Halytskyi International Airport,,,,,,,,
LWS,LWS,Lewiston - Nez Perce County Airport,,,,,,,,
LWY,LWY,Lawas Airport,,,,,,,,
LXA,LXA,Lhasa Gonggar Airport,,,,,,,,
LXG,LXG,Luang Namtha Airport,,,,,,,,
LXR,LXR,Luxor International Airport,,,,,,,,
LXS,LXS,Lemnos International Airport,,,,,,,,
LYA,LYA,Luoyang Airport,,,,,,,,
LYB,LYB,Edward Bodden Airfield,,,,,,,,
LYC,LYC,Lycksele Airport,,,,,,,,
LYG,LYG,Lianyungang Airport,,,,,,,,
LYH,LYH,Lynchburg Regional Airport,,,,,,,,
LYI,LYI,Shubuling Airport,,,,,,,,
LYP,LYP,Faisalabad International Airport,,,,,,,,
LYR,LYR,Svalbard Airport,,,,,,,,
LYS,LYS,Lyon-saint Exupry Airport,,,,,,,,
LYX,,,,,,,,,,
LZC,LZC,Lzaro Crdenas Airport,,,,,,,,
LZH,LZH,Bailian Airport,,,,,,,,
LZO,LZO,Luzhou Airport,,,,,,,,
LZR,,,,,,,,,,
LZY,NAO,Nyingchi Airport,,,,,,,,
MAA,MAA,Chennai International Airport,,,,,,,,
MAB,MAB,Joo Correa Da Rocha Airport,,,,,,,,
MAD,MAD,Madrid-barajas Airport,,,,,,,,
MAF,MAF,Midland International Airport,,,,,,,,
MAG,MAG,Madang Airport,,,,,,,,
MAH,MAH,Menorca Airport,,,,,,,,
MAJ,MAJ,Marshall Islands International Airport,,,,,,,,
MAM,MAM,General Servando Canales International Airport,,,,,,,,
MAN,MAN,Manchester Airport,,,,,,,,
MAO,MAO,Eduardo Gomes International Airport,,,,,,,,
MAQ,MAQ,Mae Sot Airport,,,,,,,,
MAR,MAR,La Chinita International Airport,,,,,,,,
MAS,HGU,Momote Airport,,,,,,,,
MAU,MAU,Maupiti Airport,,,,,,,,
MAZ,MAZ,Eugenio Maria De Hostos Airport,,,,,,,,
MBA,MBA,Moi International Airport,,,,,,,,
MBD,,,,,,,,,,
MBE,,,,,,,,,,
MBI,LDI,Mbeya Airport,,,,,,,,
MBJ,MBJ,Sangster International Airport,,,,,,,,
MBL,MBL,Manistee County Blacker Airport,,,,,,,,
MBS,MBS,Mbs International Airport,,,,,,,,
MBT,MBT,Moises R Espinosa Airport,,,,,,,,
MBX,,,,,,,,,,
MCE,MCE,Merced Regional Airport,,,,,,,,
MCG,MCG,Mcgrath Airport,,,,,,,,
MCI,MKC,Kansas City International Airport,,,,,,,,
MCK,MCK,Mccook Ben Nelson Regional Airport,,,,,,,,
MCM,MCM,Monaco Heliport,,,,,,,,
MCO,MCO,Orlando International Airport,,,,,,,,
MCP,MCP,Macap International Airport,,,,,,,,
MCT,MCT,Muscat International Airport,,,,,,,,
MCV,MCV,Mcarthur River Mine Airport,,,,,,,,
MCW,MCW,Mason City Municipal Airport,,,,,,,,
MCX,MCX,Uytash Airport,,,,,,,,
MCY,MCY,Sunshine Coast Airport,,,,,,,,
MCZ,MCZ,Zumbi Dos Palmares International Airport,,,,,,,,
MDC,MDC,Sam Ratulangi International Airport,,,,,,,,
MDE,MDE,Jos Mara Crdova International Airport,,,,,,,,
MDG,MDG,Mudanjiang Hailang International Airport,,,,,,,,
MDK,,,,,,,,,,
MDL,MDL,Mandalay International Airport,,,,,,,,
MDQ,MDQ,Stor Piazzolla International Airport,,,,,,,,
MDT,HAR,Harrisburg International Airport,,,,,,,,
MDU,HGU,Mendi Airport,,,,,,,,
MDW,CHI,Chicago Midway International Airport,,,,,,,,
MDZ,MDZ,Governor Francisco Gabrielli International Airport,,,,,,,,
MEB,MEL,Essendon Airport,,,,,,,,
MEC,MEC,Eloy Alfaro International Airport,,,,,,,,
MED,MED,Prince Mohammad Bin Abdulaziz Airport,,,,,,,,
MEE,MEE,Marc Airport,,,,,,,,
MEH,MEH,Mehamn Airport,,,,,,,,
MEI,MEI,Meridian Regional Airport,,,,,,,,
MEL,MEL,Melbourne Airport,,,,,,,,
MEM,MEM,Memphis International Airport,,,,,,,,
MEQ,,,,,,,,,,
MEX,MEX,Benito Jurez International Airport,,,,,,,,
MFA,,,,,,,,,,
MFE,MFE,Mcallen-miller International Airport,,,,,,,,
MFM,MFM,Macau International Airport,,,,,,,,
MFR,MFR,Rogue Valley International-medford Airport,,,,,,,,
MFU,,,,,,,,,,
MGA,MGA,Augusto C Sandino International Airport,,,,,,,,
MGB,,,,,,,,,,
MGF,MGF,Regional De Maring - S-lvio Nane Junior Airport,,,,,,,,
MGH,,,,,,,,,,
MGM,MGM,Montgomery Regional Airport,,,,,,,,
MGQ,MGQ,Aden Adde International Airport,,,,,,,,
MGS,MGS,Mangaia Island Airport,,,,,,,,
MGT,MGT,Milingimbi Airport,,,,,,,,
MGU,,,,,,,,,,
MGW,MGW,Morgantown Municipal Airport,,,,,,,,
MGZ,,,,,,,,,,
MHC,,,,,,,,,,
MHD,MHD,Mashhad International Airport,,,,,,,,
MHG,,,,,,,,,,
MHH,MHH,Marsh Harbour Airport,,,,,,,,
MHK,MHK,Manhattan Regional Airport,,,,,,,,
MHQ,MHQ,Mariehamn Airport,,,,,,,,
MHT,MHT,Manchester-boston Regional Airport,,,,,,,,
MIA,MIA,Miami International Airport,,,,,,,,
MID,MID,Manuel Crescencio Rejn International Airport,,,,,,,,
MIG,MIG,Mianyang Airport,,,,,,,,
MII,,,,,,,,,,
MIM,,,,,,,,,,
MIR,MIR,Monastir Habib Bourguiba International Airport,,,,,,,,
MIS,MIS,Misima Island Airport,,,,,,,,
MJC,HGO,Man Airport,,,,,,,,
MJD,MJD,Moenjodaro Airport,,,,,,,,
MJF,MJF,Areopuerto Internacional Islas Michael,,,,,,,,
MJI,BEN,Mitiga Airport,,,,,,,,
MJM,MJM,Mbuji Mayi Airport,,,,,,,,
MJN,MJN,Amborovy Airport,,,,,,,,
MJT,MJT,Mytilene International Airport,,,,,,,,
MJU,UPG,Tampa Padang Airport,,,,,,,,
MJV,MJV,Murcia-san Javier Airport,,,,,,,,
MJZ,MJZ,Mirny Airport,,,,,,,,
MKC,MKC,Charles B Wheeler Downtown Airport,,,,,,,,
MKE,MKE,General Mitchell International Airport,,,,,,,,
MKG,MKG,Muskegon County Airport,,,,,,,,
MKK,MKK,Molokai Airport,,,,,,,,
MKL,MKL,Mckellar-sipes Regional Airport,,,,,,,,
MKM,MKM,Mukah Airport,,,,,,,,
MKP,MKP,Makemo Airport,,,,,,,,
MKQ,MKQ,Mopah Airport,,,,,,,,
MKW,MKW,Rendani Airport,,,,,,,,
MKY,MKY,Mackay Airport,,,,,,,,
MKZ,,,,,,,,,,
MLA,MLA,Malta International Airport,,,,,,,,
MLB,MLB,Melbourne International Airport,,,,,,,,
MLE,MLE,Ibrahim Nasir International Airport,,,,,,,,
MLG,MLG,Abdul Rachman Saleh Airport,,,,,,,,
MLH,,,,,,,,,,
MLI,MLI,Quad City International Airport,,,,,,,,
MLL,,,,,,,,,,
MLM,MLM,General Francisco J Mujica International Airport,,,,,,,,
MLN,MLN,Melilla Airport,,,,,,,,
MLO,MLO,Milos Island National Airport,,,,,,,,
MLU,MLU,Monroe Regional Airport,,,,,,,,
MLX,MLX,Malatya Erha Airport,,,,,,,,
MLY,,,,,,,,,,
MMB,MMB,Memanbetsu Airport,,,,,,,,
MMD,,,,,,,,,,
MME,MME,Durham Tees Valley International Airport,,,,,,,,
MMH,MLU,Mammoth Yosemite Airport,,,,,,,,
MMJ,MMJ,Matsumoto Airport,,,,,,,,
MMK,MMK,Murmansk Airport,,,,,,,,
MMM,,,,,,,,,,
MMO,,,,,,,,,,
MMQ,,,,,,,,,,
MMU,,,,,,,,,,
MMX,MMA,Malm Airport,,,,,,,,
MMY,MMY,Miyako Airport,,,,,,,,
MMZ,MMZ,Maimana Airport,,,,,,,,
MNA,,,,,,,,,,
MNC,,,,,,,,,,
MNG,MNG,Maningrida Airport,,,,,,,,
MNI,,,,,,,,,,
MNL,MNL,Ninoy Aquino International Airport,,,,,,,,
MNO,,,,,,,,,,
MNT,,,,,,,,,,
MNU,,,,,,,,,,
MOA,,,,,,,,,,
MOB,MOB,Mobile Regional Airport,,,,,,,,
MOC,,,,,,,,,,
MOF,,,,,,,,,,
MOG,,,,,,,,,,
MOI,MOI,Mitiaro Island Airport,,,,,,,,
MOL,MOL,Molde Airport,,,,,,,,
MOQ,MOQ,Morondava Airport,,,,,,,,
MOT,MOT,Minot International Airport,,,,,,,,
MOU,,,,,,,,,,
MOV,MOV,Moranbah Airport,,,,,,,,
MOZ,MOZ,Moorea Airport,,,,,,,,
MPA,MPA,Katima Mulilo Airport,,,,,,,,
MPB,,,,,,,,,,
MPH,MPH,Godofredo P Ramos Airport,,,,,,,,
MPL,MPL,Montpellier-mditerrane Airport,,,,,,,,
MPM,MPM,Maputo International Airport,,,,,,,,
MPN,MPN,Mount Pleasant Airport,,,,,,,,
MPP,,,,,,,,,,
MQF,MQF,Magnitogorsk International Airport,,,,,,,,
MQJ,,,,,,,,,,
MQL,MQL,Mildura Airport,,,,,,,,
MQM,,,,,,,,,,
MQN,,,,,,,,,,
MQP,MQP,Kruger Mpumalanga International Airport,,,,,,,,
MQT,MQT,Sawyer International Airport,,,,,,,,
MQX,MQX,Mekele Airport,,,,,,,,
MRA,MRA,Misratah Airport,,,,,,,,
MRE,DUJ,Mara Lodges Airport,,,,,,,,
MRS,MRS,Marseille Provence Airport,,,,,,,,
MRU,MRU,Sir Seewoosagur Ramgoolam International Airport,,,,,,,,
MRV,MRV,Mineralnyye Vody Airport,,,,,,,,
MRX,MRX,Mahshahr Airport,,,,,,,,
MRY,MRY,Monterey Regional Airport,,,,,,,,
MRZ,MRZ,Moree Airport,,,,,,,,
MSA,MSA,Muskrat Dam Airport,,,,,,,,
MSJ,MSJ,Misawa Airport,,,,,,,,
MSL,MSL,Northwest Alabama Regional Airport,,,,,,,,
MSN,MSN,Dane County Regional Airport,,,,,,,,
MSO,MSO,Missoula International Airport,,,,,,,,
MSP,MSP,Minneapolis-saint Paul International Airport,,,,,,,,
MSQ,MSQ,Minsk National Airport,,,,,,,,
MSR,,,,,,,,,,
MSS,MSS,Massena International Airport,,,,,,,,
MST,MST,Maastricht Aachen Airport,,,,,,,,
MSU,MSU,Moshoeshoe I International Airport,,,,,,,,
MSY,MSY,Louis Armstrong New Orleans International Airport,,,,,,,,
MSZ,,,,,,,,,,
MTJ,MTJ,Montrose Regional Airport,,,,,,,,
MTM,,,,,,,,,,
MTR,MTR,Los Garzones Airport,,,,,,,,
MTT,MTT,Minatitln-coatzacoalcos National Airport,,,,,,,,
MTV,MTV,Mota Lava Airport,,,,,,,,
MTY,MTY,General Mariano Escobedo International Airport,,,,,,,,
MUA,SCZ,Munda Airport,,,,,,,,
MUB,MUB,Maun Airport,,,,,,,,
MUC,MUC,Munich Airport,,,,,,,,
MUE,,,,,,,,,,
MUH,MUH,Mersa Matruh Airport,,,,,,,,
MUK,MUK,Mauke Airport,,,,,,,,
MUN,MUN,Jos Tadeo Monagas International Airport,,,,,,,,
MUR,MUR,Marudi Airport,,,,,,,,
MUW,MUW,Ghriss Airport,,,,,,,,
MUX,MUX,Multan International Airport,,,,,,,,
MUZ,,,,,,,,,,
MVB,,,,,,,,,,
MVD,MVD,Carrasco International Airport,,,,,,,,
MVL,,,,,,,,,,
MVP,MVP,Fabio Alberto Leon Bentley Airport,,,,,,,,
MVR,MVR,Salak Airport,,,,,,,,
MVT,MVT,Mataiva Airport,,,,,,,,
MVY,MVY,Marthas Vineyard Airport,,,,,,,,
MWA,MWA,Williamson County Regional Airport,,,,,,,,
MWF,MWF,Maewo-naone Airport,,,,,,,,
MWX,HND,Muan International Airport,,,,,,,,
MWZ,MWZ,Mwanza Airport,,,,,,,,
MXH,MXH,Moro Airport,,,,,,,,
MXL,MXL,General Rodolfo Snchez Taboada International Airport,,,,,,,,
MXP,MIL,Milano Malpensa Airport,,,,,,,,
MXV,UYN,Mrn Airport,,,,,,,,
MXX,,,,,,,,,,
MXZ,MXZ,Meixian Airport,,,,,,,,
MYA,,,,,,,,,,
MYD,MYD,Malindi Airport,,,,,,,,
MYG,MYG,Mayaguana Airport,,,,,,,,
MYJ,MYJ,Matsuyama Airport,,,,,,,,
MYP,,,,,,,,,,
MYR,MYR,Myrtle Beach International Airport,,,,,,,,
MYT,MYT,Myitkyina Airport,,,,,,,,
MYU,,,,,,,,,,
MYW,MYW,Mtwara Airport,,,,,,,,
MYY,MYY,Miri Airport,,,,,,,,
MZA,,,,,,,,,,
MZG,MZG,Makung Airport,,,,,,,,
MZH,,,,,,,,,,
MZL,MZL,La Nubia Airport,,,,,,,,
MZO,,,,,,,,,,
MZR,MZR,Mazar I Sharif Airport,,,,,,,,
MZT,MZT,General Rafael Buelna International Airport,,,,,,,,
MZV,MZV,Mulu Airport,,,,,,,,
MZW,GJL,Mecheria Airport,,,,,,,,
NAG,NAG,Dr Babasaheb Ambedkar International Airport,,,,,,,,
NAH,,,,,,,,,,
NAJ,NAJ,Nakhchivan Airport,,,,,,,,
NAL,NAL,Nalchik Airport,,,,,,,,
NAN,NAN,Nadi International Airport,,,,,,,,
NAO,NAO,Nanchong Airport,,,,,,,,
NAP,NAP,Naples Airport Capodichino Nap Italy,,,,,,,,
NAQ,NAQ,Qaanaaq Airport,,,,,,,,
NAS,NAS,Lynden Pindling International Airport,,,,,,,,
NAT,NAT,Augusto Severo International Airport,,,,,,,,
NAU,MKP,Napuka Island Airport,,,,,,,,
NAV,,,,,,,,,,
NAW,,,,,,,,,,
NAY,NAY,Beijing Nanyuan Airport,,,,,,,,
NBC,NBC,Begishevo Airport,,,,,,,,
NBE,MJF,Enfidha - Hammamet International Airport,,,,,,,,
NBN,,,,,,,,,,
NBO,NBO,Jomo Kenyatta International Airport,,,,,,,,
NBS,BZE,Changbaishan Airport,,,,,,,,
NBX,,,,,,,,,,
NCE,NCE,Nice Cte Dazur Airport,,,,,,,,
NCJ,,,,,,,,,,
NCL,NCL,Newcastle Airport,,,,,,,,
NCU,NCU,Nukus Airport,,,,,,,,
NDB,NDB,Nouadhibou International Airport,,,,,,,,
NDG,NDG,Qiqihar Sanjiazi Airport,,,,,,,,
NDJ,NDJ,Ndjamena International Airport,,,,,,,,
NDR,CMN,Nador International Airport,,,,,,,,
NDU,OMD,Rundu Airport,,,,,,,,
NDY,,,,,,,,,,
NER,,,,,,,,,,
NEV,NEV,Vance W Amory International Airport,,,,,,,,
NFO,,,,,,,,,,
NGB,NGB,Ningbo Lishe International Airport,,,,,,,,
NGD,,,,,,,,,,
NGE,NGE,Ngaoundcrc Airport,,,,,,,,
NGO,NGO,Chbu Centrair International Airport,,,,,,,,
NGQ,HSN,Ngari Gunsa Airport,,,,,,,,
NGS,NGS,Nagasaki Airport,,,,,,,,
NGU,ORF,Naval Station Norfolk,,,,,,,,
NHV,NHV,Nuku Hiva Airport,,,,,,,,
NIB,,,,,,,,,,
NIF,,,,,,,,,,
NIM,NIM,Diori Hamani International Airport,,,,,,,,
NIQ,,,,,,,,,,
NIU,,,,,,,,,,
NJC,NJC,Nizhnevartovsk Airport,,,,,,,,
NJF,BSR,Al Najaf International Airport,,,,,,,,
NKC,NKC,Nouakchott International Airport,,,,,,,,
NKG,NKG,Nanjing Lukou International Airport,,,,,,,,
NKI,,,,,,,,,,
NKM,NGO,Nagoya Airfield Airport,,,,,,,,
NKT,,,,,,,,,,
NLA,NLA,Ndola Airport,,,,,,,,
NLD,NLD,Quetzalcoatl International Airport,,,,,,,,
NLG,,,,,,,,,,
NLH,,,,,,,,,,
NLK,NLK,Norfolk Island Airport,,,,,,,,
NLT,,,,,,,,,,
NMA,NMA,Namangan Airport,,,,,,,,
NME,,,,,,,,,,
NNB,EGM,Santa Ana Airport,,,,,,,,
NNG,NNG,Nanning Wuxu International Airport,,,,,,,,
NNL,,,,,,,,,,
NNM,NNM,Naryan Mar Airport,,,,,,,,
NNT,NNT,Nan Airport,,,,,,,,
NNY,NNY,Nanyang Airport,,,,,,,,
NOB,,,,,,,,,,
NOC,NOC,Ireland West Airport Knock,,,,,,,,
NOJ,NOJ,Noyabrsk Airport,,,,,,,,
NOP,,,,,,,,,,
NOS,NOS,Fascene Airport,,,,,,,,
NOU,NOU,La Tontouta International Airport,,,,,,,,
NOV,,,,,,,,,,
NOZ,NOZ,Spichenkovo Airport,,,,,,,,
NPE,NPE,Napier Airport,,,,,,,,
NPL,NPL,New Plymouth Airport,,,,,,,,
NQN,NQN,Presidente Peron Airport,,,,,,,,
NQU,,,,,,,,,,
NQY,NQY,Newquay Cornwall Airport,,,,,,,,
NRA,,,,,,,,,,
NRK,NRK,Norrkping Airport,,,,,,,,
NRL,,,,,,,,,,
NRR,,,,,,,,,,
NRT,TYO,Narita International Airport,,,,,,,,
NSB,,,,,,,,,,
NSI,YAO,Yaound Nsimalen International Airport,,,,,,,,
NSK,NSK,Norilsk-alykel Airport,,,,,,,,
NSN,NSN,Nelson Airport,,,,,,,,
NSQ,,,,,,,,,,
NST,NST,Cha Ian Airport,,,,,,,,
NTB,,,,,,,,,,
NTE,NTE,Nantes Atlantique Airport,,,,,,,,
NTG,NTG,Nantong Airport,,,,,,,,
NTL,NTL,Newcastle Airport,,,,,,,,
NTN,,,,,,,,,,
NTQ,,,,,,,,,,
NTT,,,,,,,,,,
NTX,,,,,,,,,,
NTY,NTY,Pilanesberg International Airport,,,,,,,,
NUE,NUE,Nuremberg Airport,,,,,,,,
NUI,,,,,,,,,,
NUK,MVT,Nukutavake Airport,,,,,,,,
NUL,,,,,,,,,,
NUP,,,,,,,,,,
NUS,NUS,Norsup Airport,,,,,,,,
NUX,NUX,Novy Urengoy Airport,,,,,,,,
NVA,NVA,Benito Salas Airport,,,,,,,,
NVI,UGC,Navoi Airport,,,,,,,,
NVK,NVK,Narvik Framnes Airport,,,,,,,,
NVT,NVT,Ministro Victor Konder International Airport,,,,,,,,
NWA,,,,,,,,,,
NWI,NWI,Norwich International Airport,,,,,,,,
NYA,HMA,Nyagan Airport,,,,,,,,
NYI,,,,,,,,,,
NYK,NYK,Nanyuki Airport,,,,,,,,
NYM,NYM,Nadym Airport,,,,,,,,
NYO,STO,Stockholm Skavsta Airport,,,,,,,,
NYR,,,,,,,,,,
NYT,TVY,Naypyidaw Airport,,,,,,,,
NYU,NYU,Bagan Airport,,,,,,,,
NYW,,,,,,,,,,
NZH,,,,,,,,,,
OAG,OAG,Orange Airport,,,,,,,,
OAJ,OAJ,Albert J Ellis Airport,,,,,,,,
OAK,OAK,Oakland International Airport,,,,,,,,
OAL,,,,,,,,,,
OAS,MZR,Sharana Airstrip,,,,,,,,
OAX,OAX,Xoxocotln International Airport,,,,,,,,
OBN,,,,,,,,,,
OBO,OBO,Tokachi-obihiro Airport,,,,,,,,
OBU,KNW,Kobuk Airport,,,,,,,,
OBY,NAQ,Ittoqqortoormiit Heliport,,,,,,,,
OCC,OCC,Francisco De Orellana Airport,,,,,,,,
OCM,,,,,,,,,,
ODE,,,,,,,,,,
ODN,ODN,Long Seridan Airport,,,,,,,,
ODO,IKT,Bodaybo Airport,,,,,,,,
ODS,ODS,Odessa International Airport,,,,,,,,
ODY,ODY,Oudomsay Airport,,,,,,,,
OER,OER,Rnskldsvik Airport,,,,,,,,
OGG,OGG,Kahului Airport,,,,,,,,
OGL,,,,,,,,,,
OGM,,,,,,,,,,
OGN,,,,,,,,,,
OGS,OGS,Ogdensburg International Airport,,,,,,,,
OGU,,,,,,,,,,
OGX,OGX,Ain El Beida Airport,,,,,,,,
OGZ,OGZ,Beslan Airport,,,,,,,,
OHD,OHD,Ohrid St Paul The Apostle Airport,,,,,,,,
